gid,role,role_score,cluster_id,priority_score,rank,evidence,depth,is_seed,censored,seeds_upstream,seeds_direct,in_degree,out_degree,in_tx,out_tx,in_sum_kzt,out_sum_kzt,retention,fast_out_share,sync_in_max,co_senders,routes_mid,routes_any,pagerank,betweenness,hub_in,hub_out,clusters_touched,peer_in_degree,peer_out_degree,peer_volume,peer_betweenness,depth_outliers
100000008710791100,distributor,0.806,11,0.5467,63,Признаки веерной раздачи: получает от 3 плательщ. (182 тыс ₸); платит 23 получат. (5.5 млн ₸); отдаёт в 30.4 раза больше видимого входа; по числу получателей выше 97% узлов 2-го колена,2,False,False,1,0,3,23,3,25,181510.0,5521511.0,0.0,0.7007,1,11,0,1,0.00033426,0.00031461,3,5,0,0.8503,0.9761,0.987,0.9436,"out_degree,volume"
100000004077081100,transit,0.6606,3,0.5464,64,Признаки транзита: деньги от 3 seed; получает от 1 плательщ. (140 тыс ₸); платит 4 получат. (615 тыс ₸); отдаёт в 4.4 раза больше видимого входа; по посредничеству выше 96% узлов 3-го колена,3,False,False,3,0,1,4,1,6,140000.0,615000.0,0.0,0.6829,1,13,0,13,0.00029011,0.00011599,1,3,2,0.0,0.9404,0.9074,0.9632,betweenness
100000008003034100,coordinator,0.989,4,0.5458,65,Связующий узел между хабами: связан с 1+3 хабами (вход+выход); получает от 1 плательщ. (12 тыс ₸); платит 4 получат. (135 тыс ₸); отдаёт в 11.1 раза больше видимого входа; повтор. маршрутов: 1,1,False,False,1,1,1,4,1,4,12201.0,135000.0,0.0,0.3593,1,3,0,1,0.00028688,0.00199314,1,3,3,0.0,0.9002,0.6115,0.9873,betweenness
100000001924185100,consolidator,0.5534,1,0.5456,66,Признаки консолидации: деньги от 8 seed (2 напрямую); получает от 2 плательщ. (151 тыс ₸); повтор. маршрутов: 2; исходящих ≥5 тыс ₸ нет,1,False,False,8,2,2,0,2,0,151000.0,0.0,1.0,0.0,1,0,0,2,0.00031022,0.0,2,0,1,0.6624,0.0,0.6157,0.0,
100000007511163100,coordinator,0.7384,4,0.5432,67,Связующий узел между хабами: связан с 2+2 хабами (вход+выход); получает от 2 плательщ. (64 тыс ₸); платит 3 получат. (82 тыс ₸); отдаёт в 1.3 раза больше видимого входа; повтор. маршрутов: 2,1,False,False,1,1,2,3,2,3,63666.0,82052.0,0.0,0.5972,1,1,0,2,0.0003396,0.00013646,2,2,1,0.6624,0.8556,0.6072,0.9023,
100000003718221100,transit,0.6781,14,0.5429,68,Признаки транзита: деньги от 2 seed; получает от 2 плательщ. (350 тыс ₸); платит 4 получат. (424 тыс ₸); отдаёт в 1.2 раза больше видимого входа; 80% уходит ≤2 дн. после поступления,2,False,False,2,0,2,4,6,8,350000.0,423500.0,0.0,0.8028,1,1,0,2,0.00104347,3.923e-05,2,2,0,0.731,0.8915,0.872,0.8243,
100000005473151100,transit,0.6165,17,0.5419,69,Признаки транзита: деньги от 2 seed (1 напрямую); получает от 3 плательщ. (1.2 млн ₸); платит 4 получат. (225 тыс ₸); отдаёт дальше 18% полученного; 91% уходит ≤2 дн. после поступления,1,False,False,2,1,3,4,4,6,1220000.0,225000.0,0.8156,0.9111,2,0,0,0,0.00046827,0.0002416,3,1,1,0.8429,0.9002,0.949,0.9321,
100000008258083100,transit,0.6166,16,0.5401,70,Признаки транзита: получает от 2 плательщ. (3.1 млн ₸); платит 2 получат. (2.0 млн ₸); отдаёт дальше 65% полученного; по обороту выше 98% узлов 2-го колена; 76% уходит ≤2 дн. после поступления,2,False,False,1,0,2,2,13,6,3149500.0,2045650.0,0.3505,0.7647,1,0,0,3,0.00105004,7.767e-05,2,1,0,0.731,0.7614,0.9826,0.8698,volume
100000001049200100,coordinator,0.783,4,0.5375,71,Связующий узел между хабами: связан с 2+3 хабами (вход+выход); деньги от 2 seed (1 напрямую); получает от 2 плательщ. (77 тыс ₸); платит 4 получат. (36 тыс ₸); отдаёт дальше 47% полученного,1,False,False,2,1,2,4,2,5,76624.0,36000.0,0.5302,0.0,1,2,0,6,0.00029829,0.00115965,2,3,1,0.6624,0.9002,0.5754,0.9766,betweenness
100000002781227100,transit,0.7225,11,0.5366,72,Признаки транзита: получает от 2 плательщ. (191 тыс ₸); платит 3 получат. (212 тыс ₸); отдаёт в 1.1 раза больше видимого входа; 81% уходит ≤2 дн. после поступления,1,False,False,1,1,2,3,8,10,191167.62,212420.0,0.0,0.8117,1,0,0,0,0.00232659,0.00013296,1,3,0,0.6624,0.8556,0.7983,0.8981,
100000005584222100,transit,0.6127,3,0.5356,73,Признаки транзита: получает от 2 плательщ. (193 тыс ₸); платит 2 получат. (109 тыс ₸); отдаёт дальше 56% полученного; 86% уходит ≤2 дн. после поступления; повтор. маршрутов: 2,1,False,False,1,1,2,2,6,3,192717.0,108587.0,0.4365,0.8619,1,0,0,2,0.00087592,3.864e-05,1,0,0,0.6624,0.7834,0.7516,0.8217,
100000005578559100,distributor,0.6777,13,0.5338,74,Признаки веерной раздачи: получает от 2 плательщ. (131 тыс ₸); платит 21 получат. (893 тыс ₸); отдаёт в 6.8 раза больше видимого входа; по числу получателей выше 97% узлов 2-го колена,2,False,False,1,0,2,21,2,23,131000.0,893163.67,0.0,0.455,1,3,0,8,0.00039102,0.00096675,1,3,2,0.731,0.9718,0.8937,0.9631,"out_degree,betweenness"
100000001072022100,consolidator,0.5546,9,0.5315,75,Признаки консолидации: деньги от 5 seed (1 напрямую); получает от 3 плательщ. (1.7 млн ₸); по обороту выше 95% узлов 1-го колена; повтор. маршрутов: 4; исходящих ≥5 тыс ₸ нет,1,False,False,5,1,3,0,6,0,1684000.0,0.0,1.0,0.0,2,0,0,4,0.00050213,0.0,3,0,1,0.8429,0.0,0.9554,0.0,volume
100000006707582100,distributor,0.6857,31,0.5298,76,Признаки веерной раздачи: получает от 2 плательщ. (40 тыс ₸); платит 14 получат. (961 тыс ₸); отдаёт в 24.3 раза больше видимого входа; по числу получателей выше 98% узлов 1-го колена,1,False,False,1,1,2,14,2,15,39520.0,961138.0,0.0,0.948,1,0,0,0,0.00053806,0.00036347,1,6,5,0.6624,0.9809,0.9214,0.9575,"out_degree,betweenness"
100000007777377100,transit,0.663,9,0.5275,77,Признаки транзита: деньги от 2 seed; получает от 1 плательщ. (456 тыс ₸); платит 2 получат. (10 тыс ₸); отдаёт дальше 2% полученного; 100% уходит ≤2 дн. после поступления; повтор. маршрутов: 1,2,False,False,2,0,1,2,7,2,456290.0,10000.0,0.9781,1.0,1,1,1,1,0.00036115,0.00013593,1,1,0,0.0,0.7614,0.8134,0.9046,
100000005660203100,transit,0.5881,4,0.527,78,Признаки транзита: деньги от 2 seed; получает от 1 плательщ. (573 тыс ₸); платит 2 получат. (41 тыс ₸); отдаёт дальше 7% полученного; 100% уходит ≤2 дн. после поступления; повтор. маршрутов: 2,2,False,False,2,0,1,2,12,5,572899.0,41000.0,0.9284,1.0,1,1,1,2,0.00094925,1.942e-05,1,1,0,0.0,0.7614,0.8525,0.7549,
100000008169544100,coordinator,0.7304,4,0.5265,79,Связующий узел между хабами: связан с 1+3 хабами (вход+выход); получает от 1 плательщ. (137 тыс ₸); платит 4 получат. (43 тыс ₸); отдаёт дальше 31% полученного; 29% уходит ≤2 дн. после поступления,1,False,False,1,1,1,4,2,7,137104.0,42800.0,0.6878,0.2874,1,2,0,3,0.00030031,0.00011831,1,3,1,0.0,0.9002,0.6518,0.8875,
100000008546855100,consolidator,0.4524,2,0.5264,80,Признаки консолидации: получает от 6 плательщ. (72 тыс ₸); платит 2 получат. (10 тыс ₸); отдаёт дальше 14% полученного; по числу плательщиков выше 96% узлов 2-го колена; до 5 плательщ. в один день,2,False,False,1,0,6,2,8,2,71790.0,10000.0,0.8607,1.0,5,0,2,3,0.00142698,5.885e-05,4,0,1,0.961,0.7614,0.4729,0.8547,in_degree
100000002224132100,transit,0.6165,5,0.5257,81,Признаки транзита: деньги от 2 seed; получает от 5 плательщ. (4.0 млн ₸); платит 4 получат. (12.1 млн ₸); отдаёт в 3.1 раза больше видимого входа; по обороту больше всех узлов 2-го колена,2,False,False,2,0,5,4,10,25,3951020.0,12115000.0,0.0,0.7268,2,2,1,2,0.00599573,6.24e-06,2,2,0,0.9479,0.8915,0.9978,0.7223,volume
100000004847758100,distributor,0.51,3,0.5247,82,Признаки веерной раздачи: деньги от 2 seed (1 напрямую); получает от 4 плательщ. (115 тыс ₸); платит 15 получат. (489 тыс ₸); отдаёт в 4.2 раза больше видимого входа; повтор. маршрутов: 21,1,False,False,2,1,4,15,4,23,115171.0,488800.0,0.0,0.2578,1,16,0,21,0.00030474,0.00135859,4,9,4,0.9236,0.9851,0.8705,0.983,"out_degree,betweenness"
100000003178549100,coordinator,0.9584,10,0.5228,83,Связующий узел между хабами: связан с 2+3 хабами (вход+выход); получает от 2 плательщ. (250 тыс ₸); платит 4 получат. (89 тыс ₸); отдаёт дальше 36% полученного; повтор. маршрутов: 1,3,False,False,1,0,2,4,2,4,250000.0,89080.0,0.6437,0.0,1,3,0,1,0.00035216,0.00027212,2,3,4,0.8414,0.9404,0.7843,0.9759,betweenness
100000002941114100,consolidator,0.4246,1,0.5221,84,Признаки консолидации: деньги от 4 seed (1 напрямую); получает от 2 плательщ. (129 тыс ₸); платит 1 получат. (15 тыс ₸); отдаёт дальше 12% полученного; 100% уходит ≤2 дн. после поступления,1,False,False,4,1,2,1,15,1,128510.0,15000.0,0.8833,1.0,2,0,0,0,0.00181463,2.061e-05,1,0,0,0.6624,0.6476,0.603,0.7919,
100000005287097100,distributor,0.4185,4,0.5207,85,Признаки веерной раздачи: деньги от 3 seed (1 напрямую); получает от 2 плательщ. (127 тыс ₸); платит 9 получат. (697 тыс ₸); отдаёт в 5.5 раза больше видимого входа; повтор. маршрутов: 59,1,False,False,3,1,2,9,5,42,127173.0,697300.0,0.0,0.2442,1,7,0,59,0.00030271,0.00078322,2,6,1,0.6624,0.966,0.9066,0.9724,"out_degree,betweenness"
100000003265158100,consolidator,0.3835,29,0.5204,86,Признаки консолидации: деньги от 3 seed (2 напрямую); получает от 3 плательщ. (146 тыс ₸); платит 2 получат. (154 тыс ₸); отдаёт в 1.1 раза больше видимого входа; 100% уходит ≤2 дн. после поступления,1,False,False,3,2,3,2,3,4,146100.4,154200.0,0.0,1.0,1,1,0,0,0.00038467,0.00017655,3,2,2,0.8429,0.7834,0.7495,0.913,
100000005514161100,consolidator,0.5518,4,0.5176,87,Признаки консолидации: деньги от 5 seed (1 напрямую); получает от 4 плательщ. (402 тыс ₸); платит 1 получат. (50 тыс ₸); отдаёт дальше 12% полученного,1,False,False,5,1,4,1,7,1,401500.0,50000.0,0.8755,0.0,2,0,0,0,0.00080614,4.042e-05,3,0,2,0.9236,0.6476,0.8195,0.8301,
100000008213966100,transit,0.7053,12,0.5149,88,Признаки транзита: получает от 3 плательщ. (187 тыс ₸); платит 1 получат. (437 тыс ₸); отдаёт в 2.3 раза больше видимого входа; 85% уходит ≤2 дн. после поступления; повтор. маршрутов: 1,2,False,False,1,0,3,1,7,8,187004.0,436900.0,0.0,0.8499,1,0,0,1,0.00193355,4.32e-05,2,1,1,0.8503,0.5835,0.8547,0.8351,
100000008443341100,transit,0.6573,29,0.5122,89,Признаки транзита: получает от 2 плательщ. (34 тыс ₸); платит 3 получат. (50 тыс ₸); отдаёт в 1.4 раза больше видимого входа; по посредничеству выше 95% узлов 1-го колена; повтор. маршрутов: 2,1,False,False,1,1,2,3,2,4,34500.0,50000.0,0.0,0.62,1,2,0,2,0.00066897,0.0003601,1,1,2,0.6624,0.8556,0.5117,0.9554,betweenness
100000008751429100,transit,0.5376,7,0.512,90,Признаки транзита: получает от 3 плательщ. (386 тыс ₸); платит 1 получат. (73 тыс ₸); отдаёт дальше 19% полученного; 100% уходит ≤2 дн. после поступления; повтор. маршрутов: 2,1,False,False,1,1,3,1,6,2,386200.0,72600.0,0.812,1.0,2,2,1,2,0.00150431,0.0,3,1,0,0.8429,0.6476,0.8238,0.0,
100000004677680100,consolidator,0.358,1,0.5106,91,Признаки консолидации: деньги от 4 seed (1 напрямую); получает от 2 плательщ. (63 тыс ₸); платит 1 получат. (168 тыс ₸); отдаёт в 2.7 раза больше видимого входа; 91% уходит ≤2 дн. после поступления,1,False,False,4,1,2,1,2,3,63000.0,168000.0,0.0,0.9107,1,0,0,0,0.00109283,4.121e-05,1,0,0,0.6624,0.6476,0.707,0.8323,
